,Country code,Country name,Series code,Series name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
2040,ROM,Romania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.84542482871547,5.93188850549925,5.48786848918338,5.36730837178642,5.13873643922397,5.66662329703276,5.65442706121727,5.14264476367828,4.60741936630671,3.99144353676468,4.00946901038186,4.32279188505332,4.22754513813132,4.41264205848833,4.39839307462477,4.38934101666279,4.72497916171206,4.56782197583844,4.40000005577861
2041,RUS,Russia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0959361916343931,0.0917925157672788,14.9353384043204,13.6683894290331,11.8177539437493,11.4240116105602,11.2966653557964,10.7059800616412,10.2878148183446,10.4863733468208,10.6180407100333,10.5817688372502,10.5794815933372,10.961303425702,11.1433283888302,11.2866494376528,11.7165153333333,11.7352257846587,12.0370082282494
2042,RWA,Rwanda,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0959361916343931,0.0917925157672788,0.098882512218164,0.107232094383292,0.109718382821327,0.109940099163298,0.108673755089312,0.103644597190767,0.0924127707544056,0.088497072542936,0.0846752126113684,0.0815181043608064,0.0792739230056467,0.0770007741148284,0.0765174693148628,0.0749202839858214,0.0730183618838126,0.0736380945594015,0.0703776014854721
2043,SAS,South Asia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.696489179929887,0.723665925546587,0.75426539374298,0.769195984634534,0.803592759840509,0.836213602189923,0.895675332289052,0.913116589293191,0.918849178380409,0.960687417543982,0.982407548340671,0.9829912902183,0.988260844569297,1.01480891371637,1.05795406526193,1.08870357979665,1.14773973053683,1.21372388498603,1.28284124712525
2044,SAU,Saudi Arabia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),13.3251239710285,16.1055512243605,16.6854278662464,17.8491148049856,17.1441347537354,12.7005543254337,13.7607654488734,11.3995141277851,10.7644988492027,11.6058131491707,14.853843818364,14.304642886016,15.0704771432533,14.4920768979794,14.9057290012431,15.2669159368475,15.4600095744113,15.5708395362391,16.5690650602854
2045,SDN,Sudan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.209826245163606,0.198337416130469,0.170677620908277,0.101655776981789,0.151339683937209,0.152684468178998,0.138005536338311,0.170790593610903,0.144317181867299,0.152642023818682,0.161856407601687,0.181976356137725,0.226678385787848,0.247579368450549,0.276709355759454,0.312279538415717,0.296759971353912,0.313987556483334,0.33929476678716
2046,SEN,Senegal,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.439539310036645,0.459015914485523,0.452718051804207,0.454026996568575,0.479138022924818,0.417564679700686,0.435335255074541,0.370332798309711,0.37946936743134,0.399346906440111,0.414308349942383,0.443774726937348,0.453655790758914,0.486775142562272,0.499038115863849,0.538991499928071,0.428764133627956,0.468175486840091,0.422165697261325
2047,SGP,Singapore,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),15.4057325237939,15.1272083825077,15.5592397932337,16.4862830843519,19.1190236911378,13.3664204851752,15.0667976135342,18.2403303477345,14.5888184966388,12.6969886578927,11.8233642841183,10.3345949734171,10.0719564176245,8.42158792650919,9.7846511627907,11.7872155281542,10.875028627255,7.84849561957896,6.67340352109766
2048,SID,Small island developing states,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.6360728289,3.6057462421,3.6599985894,3.6456773983,4.0070545704,3.5129257159,3.7540769297,3.9735223452,3.4969463701,3.463274723,3.5698109941,3.4616165035,3.4899488328,3.3444232402,3.4895807652,3.646406918,3.750768596,3.5471617312,3.730938081
2049,SLB,Solomon Islands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.521272780726722,0.506792390010397,0.492622027362463,0.467951685660019,0.444357889087966,0.452710968451533,0.440404735194329,0.428534624486403,0.417021188609119,0.414999484441449,0.403724200698746,0.410128214890822,0.398857227492265,0.404378139459518,0.393249131684172,0.382462936750354,0.372014492753623,0.398835827509114,0.388102410524067
2050,SLE,Sierra Leone,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0976253821673728,0.117482335449992,0.118868375418043,0.128215646207658,0.148925458727899,0.150504198813707,0.15991834131698,0.162095735447013,0.150252484694736,0.144740657256483,0.152234248868303,0.199374513516967,0.264514711414788,0.258937171513017,0.215482254720894,0.244778094610682,0.23265652581652,0.239634309179381,0.237839864336689
2051,SLV,El Salvador,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.490964855137279,0.596797794456547,0.623561309297882,0.696750403426046,0.782111013414974,0.921003083510119,0.845295172862258,0.986599654090705,0.988788548402655,0.96403779063571,0.966704908249661,0.996957271564477,1.00856947283113,1.0906056280387,1.04132038391771,1.05152158172373,1.06789643306505,1.13119870811825,0.99726916543712
2053,SOM,Somalia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.00277834644517884,0.000556864997367533,0.00168124119338935,0.00169287564188778,0.00169657822025999,0.0016860553064763,0.841891403722012,0.837019226947083,0.810470182170461,0.801565186120466,0.0698803478778916,0.0661292997688537,0.0734223271375827,0.0721275677449948,0.0704596887074482,0.0693057143667136,0.0673552737134625,0.0722189850040528,0.0727460307141912
2054,SRB,Serbia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.905651451357057,0.89686582814694,0.879439764277999,0.890355623621291,0.871420185221583,0.83808057360415,0.841891403722012,0.837019226947083,0.810470182170461,0.801565186120466,0.831310395512989,0.809589453928549,0.795377530205925,0.811076210078028,0.865363394101084,6.25838982503018,6.6056346503689,6.61260104376042,6.79347450913381
2055,SSA,Sub-Saharan Africa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.905651451357057,0.89686582814694,0.879439764277999,0.890355623621291,0.871420185221583,0.83808057360415,0.841891403722012,0.837019226947083,0.810470182170461,0.801565186120466,0.831310395512989,0.809589453928549,0.795377530205925,0.811076210078028,0.865363394101084,0.854105617874706,0.824569359577329,0.846712675175234,0.842532043052819
2056,STP,Sao Tome and Principe,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.568443897103783,0.587898271904955,0.606943352505483,0.595596774324533,0.584438352671172,0.601922851448001,0.590096475835064,0.57833904109589,0.593898614526127,0.635551543599928,0.62412594851429,0.639161960538242,0.729571010078142,0.743120009727232,0.756278648934542,0.840933810328786,0.828192553397432,0.81560869592847,0.802898931511648
2057,SUR,Suriname,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),4.45205829585392,5.08749403768907,5.043101225324,5.07991659893275,5.03027188899377,5.00519590750596,4.82133126346471,4.78065528611005,4.76418335080286,4.67515241551717,4.55580641153614,4.78677146194482,4.68941457765781,4.60258216926869,4.63174018117088,4.76649629276538,4.82965382154945,4.78020567064469,4.73445150718549
2058,SVK,Slovakia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.04140285080033,6.42897347227702,8.60205709978328,7.69473594260602,7.54617620107344,8.11177912312377,7.96344220925517,7.79893476652413,8.01947944378579,7.38889847575075,6.77909670571119,7.31713779128579,7.29711086852414,7.34135225863153,7.1991891035252,7.27205378280049,7.22053771101395,6.77984750944821,6.94655298886958
2059,SVN,Slovenia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.04140285080033,6.42897347227702,6.49613292597416,6.66913717714053,5.6602594398914,7.29346030150754,7.62684429934706,8.16137920477594,7.82932058912539,7.62765550239234,7.34137456008044,7.60460692771084,7.72387161484453,7.75955401743422,7.8701866346424,7.9335077586612,8.08729921449742,8.02403026179785,8.48847631938796
2060,SWE,Sweden,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.04140285080033,6.42897347227702,6.59112367328103,6.0961046498291,6.42717892650928,6.06502117540482,6.84716770326812,6.1601231807176,6.20819065048917,5.76997527491137,5.61440895253129,5.74870485720711,6.43491931869117,6.11671650290308,6.06164639344733,5.71259502395823,5.45779171973365,5.25191854213972,5.32014351541172
2061,SWZ,Swaziland,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.492929461484888,0.367746631705742,0.290724741729963,0.142496923641545,0.512539125204891,0.471889006850417,0.346353764655221,1.19462388659786,1.17990430715033,1.18248115293835,1.11681919701607,1.06420062450992,1.03970531328242,0.956558319647587,0.940610888125555,0.922633447641389,0.908872015490281,0.938590847188058,0.949947146244949
2063,SYC,Seychelles,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.62395714285714,2.02124271248585,2.30284585311261,2.21901904636897,2.52983404501141,2.53218952512483,2.59128204457123,5.35923899688304,5.58100601171905,6.38452928740206,6.96056994243877,7.90282259057659,6.48406212664277,6.73169082125604,9.3786303030303,8.40446320868516,8.79906619385343,7.33115378735314,7.84376006256038
2064,SYR,Syria,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.03884440879979,3.40370134930284,3.40161273197691,3.50606352546831,3.51448464370044,3.6382433863778,3.51423581066343,3.52002246294946,4.12552831110705,4.16836384234005,3.97719059170778,3.70155842694157,3.30059698455183,4.00746833752389,3.75013786603648,3.48386507078886,3.61704509381883,3.68387440458282,3.64594113224804
2065,TCA,Turks and Caicos Islands,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0244010204910015,0.0112416312587471,0.0137773926024632,0.0150399228081571,0.0151309152202483,0.717472118959108,0.693675515480169,0.67594470046083,0.875022370697369,0.834689580606612,0.777194934562603,0.707641837128522,4.29651970144072,4.00686829268293,3.64215529779007,3.96354524909109,4.38824792881252,4.58321706778282,4.38489988876529
2066,TCD,Chad,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0244010204910015,0.0112416312587471,0.0137773926024632,0.0150399228081571,0.0151309152202483,0.0146719656227083,0.0147308223858411,0.0152615563895693,0.0147827599964421,0.0152272900580371,0.0214070785557422,0.0202336385400045,0.019100690631023,0.0416618372095894,0.0398637774845084,0.0408447785395766,0.0403642888047277,0.0445477412443444,0.0464666847260151
2067,TGO,Togo,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.211085827370769,0.225044359949303,0.218719711316225,0.222042278275104,0.209000744199313,0.233367241938058,0.251800658534696,0.22679784951725,0.25912470476135,0.330370731283573,0.283047641141011,0.235973506244846,0.243938182338699,0.282990655000955,0.264193433281527,0.247493363589497,0.220819406037135,0.23288466569995,0.245658480583752
2068,THA,Thailand,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.67916457472061,2.01257149374287,2.17824677164239,2.42972158202996,2.67694202060017,3.04209584896818,3.36405755022564,3.44741769717381,3.02469123488902,3.15576880309792,3.19134238700136,3.39734285479406,3.56784510590957,3.75819628238687,4.05327158033583,4.12549631750995,4.22120119031964,4.16085657640103,4.18545607514808
2069,TJK,Tajikistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.809322122963741,0.961911756990714,1.30826155580854,0.921993922169388,0.413611755063604,0.424135869975503,0.482439567437624,0.362062820290921,0.414293502172313,0.412699606242714,0.362374848265951,0.367724509902549,0.299272695050072,0.327538646152176,0.349422792875114,0.355151055903701,0.370935749039716,0.49138183999639,0.470197339397222
2070,TKM,Turkmenistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.809322122963741,0.961911756990714,7.23014250743114,6.92996572824535,8.17383589646423,8.26649100646847,7.34913993284423,6.90270205819154,5.92604429329285,7.89207059695552,7.91903775231766,8.7176844795734,8.92896447963117,9.28601703302472,8.43989838976607,8.79553750664249,9.13648185791842,9.4398678862437,9.7266836586562
2071,TMP,Timor Leste,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.809322122963741,0.961911756990714,0.922264372393268,1.07467998032258,1.11131663374821,1.14704870343145,1.14360264460061,1.17737775890462,1.13452137862756,1.31729121121614,1.2356256700873,1.41502498070596,0.181677943562598,0.173245830666879,0.180710126239189,0.17420996528984,0.173009670971295,0.172846140068064,0.176600302477705
2072,TON,Tonga,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.809322122963741,0.961911756990714,0.922264372393268,1.07467998032258,1.11131663374821,1.14704870343145,1.14360264460061,1.17737775890462,1.13452137862756,1.31729121121614,1.2356256700873,1.41502498070596,1.44380281263566,1.76618268294886,1.71857487585505,1.70767691179676,1.69661560875728,1.72136053357326,1.71038771742299
2073,TTO,Trinidad and Tobago,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),13.9530717551876,17.1932793839081,17.0100830555225,13.5257834173642,15.8444836392658,16.6221589084881,17.1666964836691,15.0767158515359,15.0755550977215,17.7298843473821,18.9727512232423,19.2940178663677,20.6596549106621,21.206334294235,24.075999792465,23.5288196772658,26.1135496486719,27.9380570759585,37.3934600012021
2074,TUN,Tunisia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.6269996566271,1.86211055276382,1.76959669725203,1.90605724582438,1.8082502212038,1.75663935249791,1.84372723972143,1.83887216494845,1.92871792399259,1.93861324675599,2.08321336330841,2.15199708484949,2.14841462292602,2.17453047826175,2.25984726752849,2.2735473127929,2.28357003919865,2.33430509237073,2.4216138214137
2075,TUR,Turkey,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),2.78570035899323,2.75653203769534,2.75823174235414,2.88377163983953,2.79150649995209,3.00189330951417,3.21786693512541,3.33789137879951,3.32706149072844,3.13860810976527,3.39705973461752,3.01399451860762,3.14271069970257,3.29380560126283,3.35247587201408,3.48337949740125,3.7873932406996,4.06696683202378,4.00401690661222
2077,TZA,Tanzania,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0931178992690406,0.092470500458557,0.0867243651989963,0.0936538944146847,0.0841546323120353,0.118666671208519,0.11245267094942,0.0912326204520384,0.0789133644909357,0.0764388555034814,0.0778902538242298,0.0895822797059765,0.10018819789658,0.103466264161677,0.11519134147544,0.130981068127382,0.134744556785936,0.14706150271798,0.152951924221415
2078,UGA,Uganda,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.0462007951878553,0.0464514271895566,0.0455089495908422,0.0419900514094518,0.0368635207724967,0.0459451564549597,0.0490103844759647,0.0512178965189687,0.0587329071511002,0.0593402764514373,0.0633047703063463,0.0653139280411073,0.0661056352664495,0.064553977878303,0.0666203225157578,0.0822879678257734,0.0921424198928365,0.105635105197299,0.119583494153301
2079,UKR,Ukraine,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.54775481219388,3.61196968308426,12.3044626326713,10.4660772964452,8.60943763582392,8.65703690323946,8.07595998192469,6.7437899112708,6.55386365134876,6.69472119470046,6.52300890331099,6.60693040268554,6.61136459727193,7.36744655998009,7.23097197987001,7.19727711301206,7.00603890975736,7.07076233058514,6.99404810390374
2080,UMC,Upper middle income,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),3.54775481219388,3.61196968308426,3.66116864570595,3.62915864285603,3.58801451636046,3.66564194327323,3.70845681876187,3.65863092922607,3.54723790494802,3.50714655956132,3.54825750946679,3.58278437071274,3.65720726337898,4.07333079548932,4.43646845860491,4.67410846882359,4.97831799657744,5.17720857396027,5.31688332320814
2081,URY,Uruguay,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.28440215597844,1.45455457117855,1.63941167909642,1.40584098066279,1.2707088804884,1.42429812486873,1.68188706151568,1.70614094090901,1.73729523409047,2.04489145834602,1.60751114617077,1.53846664218578,1.39651888977565,1.39196698113452,1.69926269000634,1.74712914542447,2.00583472571449,1.80486812803972,2.49778857678285
2082,USA,United States,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),19.5469816723619,19.2513984923769,19.0087333751764,19.8811362847656,19.865678374619,19.6710523175028,19.8353046578617,20.1768720847072,19.7534843032909,19.8113144352064,19.5356003253335,18.9065916087301,18.8941651332157,18.8469320246895,18.9860969062878,18.9190234959578,18.469206012867,18.507649820943,17.9417289330595
2083,UZB,Uzbekistan,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.750812013141118,0.714648972205466,5.31560277868432,5.40206489836843,4.95963511641417,4.42888624094799,4.44303035522067,4.30055571048295,4.88841852729616,4.81233635245902,4.86617594320487,4.88796251051388,5.02199566315023,4.79836481185245,4.6114700731732,4.18839570764642,4.35499343044197,4.31150038335852,4.57299282045274
2084,VCT,St. Vincent and the Grenadines,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.750812013141118,0.714648972205466,0.78129689671144,0.950254972189059,1.11954963039717,1.22134946848372,1.25571731344112,1.25653136257976,1.52923350663071,1.5637671620206,1.46148427579687,1.66393176956486,1.72923717059639,1.79366705428503,1.79016450822541,1.8207714587835,1.85171413356837,1.8493031358885,1.84730440198575
2085,VEN,Venezuela,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),6.18543989873418,5.71574129821261,5.12481843264437,5.88775645092562,6.02082560348422,6.04440312117225,5.4551962047818,5.83487277320441,7.14652300004271,7.23244190723593,6.26939196248612,6.96648560468403,7.66304127676447,7.48239966503077,6.44079419757339,6.00459694472664,5.68221530834967,5.95115285813048,6.06882921066762
2087,VNM,Vietnam,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.324280765321502,0.319024157376893,0.327056278953573,0.329819124266812,0.371388304894493,0.40624750157996,0.469924490853196,0.609415585901175,0.633227576756348,0.627007416768608,0.690217477834213,0.783903397311151,0.897032752609736,0.987197719850277,1.24854429827954,1.26325654329528,1.0050765786852,1.33328671793648,1.49648501039093
2088,VUT,Vanuatu,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.475142529801686,0.437731694862425,0.425104656404972,0.412906535215849,0.401853227318665,0.392278754093294,0.490974077760896,0.503129984392954,0.473969631236442,0.46535789758275,0.435901315149616,0.444967923015237,0.433507234458122,0.440110417666827,0.428135687216933,0.260477340531325,0.219925262963646,0.362780323504679,0.402011041874049
2089,WBG,West Bank and Gaza,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),4.27322211312501,4.26774739503743,4.12705861878302,4.07002221812241,4.08814830390989,4.11824701503915,4.14824117421804,0.153101143240134,0.217222357899749,0.227491610854782,0.266100579138298,0.435022918433358,0.362084001997236,0.383799221116888,0.540620972879603,0.767314050172947,0.612289022373483,0.606671650768426,0.521554188406346
2090,WLD,World,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),4.27322211312501,4.26774739503743,4.12705861878302,4.07002221812241,4.08814830390989,4.11824701503915,4.14824117421804,4.16957566966004,4.10175472087763,4.01198465189448,4.06069685611992,4.10618994073541,4.08847204714184,4.23365800569505,4.40307763134145,4.52215798843837,4.61225893315031,4.63679570821723,0.887458816670242
2091,WSM,Samoa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.772918888089865,0.767230345099198,0.78359484706026,0.777038481098491,0.726086330417252,0.784585485299274,0.776682806864781,0.768557223199003,0.76068755294077,0.795494636608076,0.789276631416774,0.805049396267838,0.801247142665053,0.839266276285161,0.857066539045849,0.874853664896775,0.872293462266134,0.890063273333076,0.887458816670242
2092,YEM,Yemen,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),-0.25105068048274,0.806198592466456,1.09035365065194,0.680109457575238,0.782345826214576,0.742687368482481,0.950699580037467,0.953645105441335,0.72980908484553,0.807407260623736,0.825961201332537,0.889747995292677,0.837116849944235,0.891082977037247,0.942837945069431,0.970708922615399,0.976692109712153,1.00133690314708,1.03349439011924
2093,ZAF,South Africa,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),9.47481960227273,9.63838561571526,8.85379272642259,9.1410310919521,9.37563773228249,9.03523678425358,8.96594299566743,9.0731364424699,8.8835716723431,8.64408838254709,8.37751152272727,8.07716373228452,7.63587673388518,8.25757951157345,8.87533870036564,8.64857372810122,8.49992677706409,8.98017269186441,8.93320268213762
2094,ZAR,"Congo, Dem. Rep.",EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.111804228210856,0.0991913295498239,0.0917590915828916,0.0830127248156323,0.0581213984528624,0.0673197213112496,0.0717288707931127,0.0631077844873126,0.0534875444314015,0.0464149630936506,0.0331776964587254,0.0307085053559342,0.0294107051471301,0.0313840310346482,0.0409089535383312,0.041254971523944,0.0416419529953545,0.0419967197158897,0.0450781986833401
2095,ZMB,Zambia,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),0.311179708330211,0.299524217486129,0.296994934299168,0.294969930309368,0.278423058512189,0.243385246813259,0.204123999624097,0.253860006030928,0.238986070936572,0.181780803942438,0.178289559971306,0.182475783087277,0.184147785129824,0.192095525970719,0.188388625804138,0.197068580524176,0.194427283841293,0.142660159145491,0.152549611409469
2096,ZWE,Zimbabwe,EN.ATM.CO2E.PC,CO2 emissions per capita (metric tons),1.48092242369571,1.47216119141644,1.53567863532409,1.44142158798323,1.53843076888739,1.29486003611734,1.26095343734784,1.19204239036897,1.16244730968895,1.27640505992792,1.11011267697283,0.999055826175953,0.946432091077652,0.842543651147281,0.787955700789903,0.857045192283062,0.825609883113302,0.770639547577185,0.728891591989844
2099,AFG,Afghanistan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",130.244397950018,129.971142081192,141.24482329234002,246.261769462655,159.575256295082,409.10654312834697,350.504956641141,228.559162648048,211.87101300112,257.119866271484,260.097539059797,257.213917022246,23.0133016632203,32.6613350883705,36.0385147240044,31.3064576152371,28.0091535394012,25.8667465997096,28.4799769138299
2100,AGO,Angola,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",130.244397950018,129.971142081192,141.24482329234002,246.261769462655,159.575256295082,409.10654312834697,350.504956641141,228.559162648048,211.87101300112,257.119866271484,260.097539059797,257.213917022246,292.379043376555,202.552333946477,377.69828928084297,319.197390008659,312.92301392058096,288.085886031741,245.28966708102402
2101,ALB,Albania,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",581.597640591472,438.081413957829,283.76536330132103,254.13746839441797,193.1635279262,184.42582764223002,163.39825418083302,139.28055327354798,140.31767112308398,217.564138414367,205.247311836736,204.592430277844,230.87340692476,249.80961638415698,220.165856429223,239.838332915538,210.0348595595,210.020079095668,181.759714799981
2102,ARE,United Arab Emirates,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",547.41916971394,598.807980274804,594.636181917673,680.992756645214,703.211548156894,629.26986755144,344.506623819757,327.618597750065,614.8553359146231,569.2222941483101,778.7094278968481,689.3129647985,558.914546878951,630.206805857099,609.656842691812,577.182129141122,563.705665370973,597.210679585719,638.5877595565789
2103,ARG,Argentina,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",462.560559701143,426.614517117445,395.5218800236,364.733889353363,358.39743050185405,366.49153863220005,366.200925766594,353.039719448941,347.513280894518,380.106500750897,371.512382998446,386.980372555108,406.26893907844504,404.365252959833,403.837967128447,379.249612507937,386.178946395984,372.025788739014,364.881581650156
2104,ARM,Armenia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",381.958736490062,365.20548275612305,688.366617226266,600.672878530822,577.030996843268,635.199095743292,448.113964177089,545.340133170729,528.136196071154,458.982310891644,491.095264063655,458.03694539594704,343.094234258979,343.58664720792,330.558837878068,346.276766590225,307.961597993021,312.68579019307305,320.921963367334
2106,ATG,Antigua and Barbuda,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",381.958736490062,365.20548275612305,362.133921761422,360.793480472736,343.361982658712,370.97563545808896,347.552144977681,346.42421805801297,328.19306601308,329.05671551107,320.842492473875,313.900147817672,322.460720002992,328.597878280735,321.485089202651,311.342449946804,284.666637151191,267.730113318103,274.006431694591
2107,AUS,Australia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",702.166333842962,689.948873376794,717.4430326229871,707.788328022605,685.756101346688,666.3996541583759,685.073940481701,668.097500448129,665.239585821222,593.593241460728,578.196738458524,558.808573251361,565.5946934953399,556.425610787756,538.5411161916641,550.914913118671,549.038355568622,533.903510765309,539.580710786929
2108,AUT,Austria,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",308.038114425169,322.18664831536796,290.505121028905,278.340705237235,269.381297851384,276.56230804210105,272.46067747980203,268.119701033735,268.048714106161,252.066217097192,243.317370813598,249.29864420162102,250.96782095116598,276.495212985298,268.895829865798,270.686982387913,253.350108510673,233.003361945776,224.44984683555398
2109,AZE,Azerbaijan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",110.689070897026,119.392841755718,1688.72422792521,2151.88340516416,2623.9567984096598,2357.5095688779,2187.24895701885,1962.63098080368,1881.14943828199,1624.27703815874,1524.20810980674,1336.6230246998,1231.8533202415501,1150.42520106747,1080.7967326775301,914.151057378983,774.7587861910071,665.560529061863,670.413582843669
2110,BDI,Burundi,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",110.689070897026,119.392841755718,109.396977768141,123.383276875527,129.691587241615,137.817681200392,148.15565346435,143.85830480116198,130.947227548374,129.056867087706,133.426573112601,94.0681860540503,91.5899951660258,69.5435198702649,64.8628596669826,65.7453077983199,75.0481515890454,67.074159236518,62.902132007240596
2111,BEL,Belgium,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",434.01882459234696,461.997091532267,442.628862095832,425.634549041929,428.91691623775904,417.706321472264,436.150674645172,408.71040153527497,410.940505492252,385.754542377363,371.63265787981,365.71884170153004,338.042654644068,358.192203039413,336.233267741526,318.189913380129,308.979874515797,288.158603856458,291.834305670516
2112,BEN,Benin,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",134.11709541208398,148.428714736837,155.966536414136,188.482679296504,201.625826744093,202.248942015552,182.620374758659,165.560265429555,157.892106610829,194.09164712084302,189.911020838973,194.401952008796,219.782959087731,239.108024719053,239.612530000109,249.238105639922,347.84569778003197,345.955043656759,345.03474359224504
2113,BFA,Burkina Faso,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",92.4657436605229,90.6049120897988,90.92317735810549,87.3703307688527,88.757846662273,81.57328308847569,82.933210696958,88.9184354653828,88.5127895630006,89.073948224152,97.78832211752719,87.8178122039247,84.4927742228243,83.9100582982351,82.1026919255889,78.73720288912959,90.1868352978102,105.358002416301,113.079117908166
2114,BGD,Bangladesh,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",197.509809352745,196.135681928746,207.90321357754198,194.988856523795,204.148470082856,234.020802404082,235.581802471986,233.158243972621,212.53077196717098,212.709238375794,221.72404642888299,245.26149061362702,243.94171780785,232.61784207685,257.14612776821997,229.971191594397,267.176328325891,252.579275656106,235.810637204995
2115,BGR,Bulgaria,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",1183.1216714336902,992.61852960576,961.000908788333,1261.6582985345399,998.199595750733,1039.1960782573099,1082.88346470968,1042.5323561724201,944.419319861527,798.875707872465,747.8608475599881,766.260271356032,703.542172752807,706.768207094782,654.800984108863,630.4210197590891,604.661053998089,612.932411654688,552.214105211701
